Item_Label,URI,Project,Project_URI,Context,Context_2,Context_3,Context_URI,Latitude,Longitude,Early,Late,Item_Category,icon,Thumbnail,Published_Date,Updated_Date,Creator,Creator_URI,Site_Number,Survey_Date,Survey_Year,Grid_Location_EW,Grid_Location_NS,Height,Subregion,Neolithic,Halaf_Ubaid_Uruk,Chalcolithic,Early_Bronze,Early_Bronze, Middle_Bronze,Middle_Bronze_Late Bronze,Iron_Age,Hellenistic_Roman,Medieval,Name,Description,Site_Name,Collectors_Initials,Map_sheet_no,Local_Landmarks,Setting,Site_Description,Survey_Conditions,Collection_Summary,Collection_Comments,Hellenistic_Late_Roman_note,Medieval_note
KM 121,http://opencontext.org/subjects/18dfb451-cb44-480d-b41c-3ccb7c9104be,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4896707247127,36.8975684815779,-3200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-121-130/km-121-bridge-3.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:14Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,121,1993-10-28T00:00:00Z,1993,141,515,15,Nothern Valley,false,false,false,true,false,false,false,true,true,true,KM 121,Köprühöyük,Köprühöyük,"BP,MD,BG",,"Türğolu Rd., Aksu River, Ottoman? bridge.",On banks of Aksu River (river on west of site) surrounded by fields on other sides.,"Large mound on low natural mound.  Total height is 15m but at least 5m is natural.  Some natural rock outcroppings on lower 10m. Site covered with weeds, lower slopes have some agriculture.  Bee hives on top.  East side has low sloping area--might be lower town, cultivated with peppers.  We saw three snakes at this site.  Roll B12, #5-9","Survey conditions fair, sherding difficult due to weeds, bees, pepper cultivation and snakes, sample ok",Roof Tiles Bracelets Glass/Faience,"Lower slopes has concentration of L. Roman types, outer town similar but with more coarse ware, top has more fine R. terra sigilata types. 12th-13th century indicated by sgraffito glazed plate, interior channeled rim, ecxt. brown and green dribble glaze, fine incised, Danishmen large-red everted jar rims, rope impressed, both pithoi and bowl forms, co-appearance of KM55 large base and everted jar rim types cf. 55, Sept.13 and 55:3 suggest they are associated here as well, worth doing a reanalysis in detail. Collected 93 and 94","Terra sigillata or imitation, rope impressed, black glazed ware, more Hellenistic than LR possibly","glazed light blue, cooking pot;  Donald Whitcomb confirms Islamic (2001), nice glass, Byz. cooking pot; heavy white grit tempered red ware sometimes with a creamish slip"
KM 95,http://opencontext.org/subjects/c6e422f6-44a7-48e8-8d63-fc6053e91b28,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2660485304015,37.0287928700322,-3200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-91-100-misc/km-95-byz-pot-man.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:11Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,95,1993-10-20T00:00:00Z,1993,252,264,30,Southeastern Valley,false,false,false,true,false,false,false,false,true,true,KM 95,Karahöyük,Karahöyük,"MD,EC,BP,KC",37SCB(N38-a4),In village of same name,At edge of hills in rich agricultural land,"Rounded top high mound, partially nibbled away by village, possibly good preservation with some large structure just below surface; Photo 32=pot excavated by villager, 33=cut, various ethnographic, Ottoman coins seen  diss appendix entry deleted: POSS REMOVE  95	Karahöyük. Map 37SCB (N38a4) EW 252. NS 264. Length 300. Width 200. Height 30m. Mound with village houses. LB. 5b?; 2b? Field notes inconclusive. Check what others have drawn.","Good, top 10, bottom 10 includes cuts, general.  Village prevents total collection.",Ground Stone,"Soapstone vessel base,  Ottoman coins seen","Hellenistic Fine ware,  light open form with brown pt. (Photo) rope impressed","incised handles, green glazed, yellow int., green ext., late applied dec. handle"
KM 21,http://opencontext.org/subjects/d609078b-f2a7-408b-8199-a3e9c9afea2e,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3315555559184,36.8151388877574,-6500,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-21-30/km-21-ne-cut.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:03Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,21,1993-09-30T00:00:00Z,1993,66,343,,Southwestern Valley,false,true,true,true,true,false,true,true,true,true,KM 21,Sivrimine,Sivrimine Tepe,"EC,KC,MD,BP",N37-b4,Next to pole Easton 1990 BIII-11 slong train line adjacent to Adana Road (Roll3-34 from high mound to NE,"Irrigated fields along canal, cotton corn, sugar beet",Two mounds with a low saddle empty of occupation in between one smaller  and higher (h=26)=citadel to south east; the other larger 7 ha and lower (h=22) with some box-like rock-cut structures in between--are these robbed burials. Traces of city wall on n.e. side of lower mound.  Both heavily disturbed by illicit digging (south mound may have trench by Alkim).,"Good, cuts on both mounds collected separately, plus above and below ten m on citadel and top and slopes on main mound. Revisited and recollected 7/97, EC&LS. Top of south mound = LB/IA. Middle south mound and North mound - much EB and prob. new pits esp. on top and on east side.",Sherd count,"The high mound or south mound collected separately had many beaded rim fine ware bowls that could be Iron Age or Hellenistic making us think of a palace vs. an extensive lower town.  Also some LBA and or Iron Age painted wares.  Site should be studied with care since its a major collection.   EBA also seems well represented.  In contrast to later sites rope impressed wares limited to a few pieces--collection has reddish tinge like KM55 but high mound has many pieces of fine ware beaded rim bowls.  Some wasters may indicate kiln on low mound. LS:Alalakh pl.7b CIX-CX ? cf. Porsuk pl. 70 ff MIA-LIA   also see KM 40 C cut 2, orange clay grey core carinated bowl with open lip and thinned outflaring rim.  Also see Koructepe III Van Loon pl. 4 & 18 g for MB - LB shapes - p 18g = orange slipped ware with high ring base. Fingernail impressed in double row on body = Tell Fekheriyeh III p. XXXVIII:15 p. 84. and wavy incised between 2 horizontal incised lines pl. XXXVIII:16.",Hellenistic fine ware of all types; Dipsi Faraj applied worm handle (SC),Islamic corrugated fineware (SC)
KM 29,http://opencontext.org/subjects/902cab31-0566-4a7e-99f3-2d7eebfb62c7,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2642852479255,36.7898160295515,-3200,-2200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-21-30/km-29-n-side.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:04Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,29,1993-10-02T00:00:00Z,1993,41,268,,Southwestern Valley,false,false,false,true,false,false,false,false,false,false,KM 29,Kabaktepe,Kabaktepe 1,"EC,KC,BP,MD",37SCB,Village of Çamlıgecit; overlooks road between Adana and the village,"Old lake edge, tombs cut into rocky hillside","Extensively robbed cemetery site with shaft tombs on rocky knolls.  Hillside of holes, tombs were apparently marked with rock piles.  Roll4 to 31, 32=NE sectory on EC camera, to 21 on Brad.  Detailed photos and drawings of best preserved tomb.  Does not appear to have occupation debris.",Good but much disturbance,Sherd count,"There are many red fruitstands some with incised decoration; there is also fine greenish buff ware, but is this assemblage EB or Hellenistic or both.  Some of the stands are wheel made and clearly late as is the lamp  frag., but some looks EB--check later.",Hellenistic fine (questionable 6-00) per Liz removed attribution for this site (although EFC says there may be Hellenistic at nearby sites.,
KM 1,http://opencontext.org/subjects/8cb58678-4580-4f68-9b4a-e1570a029903,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3907283039169,36.8671861650054,-1500,-333,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-01-10/km-1-lithics-1.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:01Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,1,1993-09-23T00:00:00Z,1993,111,405,0,Central Valley,false,false,false,false,false,false,true,true,false,false,KM 1,Turköğlü-Taştepe park,Türkoğlu--Taştepe,All,N37-b1,"On Adana Road, park gate, fenced","wheat, cotton, corn fields, artesian well irrigation soil on site very reddish","Natural rock outcrop with boulders; but in  92 a number of tools were found.  Hill itself=200m in diameter, but site or sites, if they exist are very scattered and thin.  Artifacts appear to have been turned up when furrows for the trees were plowed.  Area of hill according to guard is 50,000 donums which seems wrong. Hill itself does not appear to be source of the flints that were worked, although the site opposite (KM) is reported to have flint sources. 2002 Edges of site now damaged and has a communication tower built near it (EFC).","Heavy vegetation plus some trees; NS transsect from center point in circles of five meters every ten meters failed to turn up much, furrows where pine trees planted yielded more but only a few tools;",,"Only 2 tiny sherds, could be earlier.   There is a casual picture of a collection - contains flints AND sherds.  One overhanging rim jar - looks EBA/MBA trans or MBA or poss even LB.  Two painted atop buff slip sherds (one red, one brown) are prob LB or IA.  Rest hard to tell. [CD 3446:1]",,
KM 63,http://opencontext.org/subjects/2b8d3586-ceaf-4980-92c9-35865c39f78c,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3903565230672,36.9979821448449,-6500,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-61-70/km-63-view-of-aksu-1.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:07Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,63,1993-10-12T00:00:00Z,1993,228,402,28,Central Valley,false,true,false,true,false,true,true,true,true,true,KM 63,Gecit H.,Gecithöyük,All,37SCB,"Near Ekberoğlu Village, burials on top, road on west, on Aksu, commanding view of flood plain","Lush agricultural  area, river flood plain","Steep sided mound with flat top sloping up to the east, road cut into mound on e. , photos to 27 from top, back to Mezarlik2 , graves on top, rich EBA material eroding out river side=west, probably burials, part of lower town probably covered by fields","good west side, lower  slopes separate, good place to get a sequence.  Top mound and top 10 has Hellenistic, L Roman with a trace of Medieval.",Sherd count Flint count,"Slopes have an excellent EBA assemblage and top has more late material, there are hints at  MBA and LBA assemblages, some carinated bowls look MBA as do fibs. but no clear painted LBA material.","Terra sigillata or imitation, rope impress, Hel. fine ware",applied handle
KM 17,http://opencontext.org/subjects/fcf3ec27-1e96-4f22-bfc1-15c8caa97f2a,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2936674925589,36.8642149316047,-4200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-11-20/km-17-1.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:02Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,17,1993-09-29T00:00:00Z,1993,107,298,,Southwestern Valley,false,false,true,true,false,true,true,true,false,true,KM 17,,Minehöyük,All plus Gendarmes,N37-b4,"Mezarlik NE, Adana Rd. to east, canal NE close by another mound at 330 degrees","Fields of sugar beet, salad, reed pockets, backed up against hills, possbily former lake edge","How much natural rock and how much occupational debris is unclear but since the site has a long sequence its height is probably relatively great, but no accurate estimate possible.  Top part flat and used as a cemetery.  Houses on east and southeast cut into Chalcolithic layers","Kerry N and N. east face, Hakkan SW, Brad S.  Me top",Flint count Sherd count Figurines,"Most of the finds come from cuts and these contain a great deal of Late Chalcolithic straw tempered ware, but later ware clearly present especially 2nd mill. painted, one  twisted painted handle, one fragment of female figurine torso only punctates of pubic triangle preserved.  The later occupations were probably extensive but are cut away by modern village.",Terra sigillata or imitation; not seen when site reexamined,Islamic//8th-9th c wave incised ware (SC) sugar cane handle (spiral); handled strap cooking pot
KM 43,http://opencontext.org/subjects/13ea1a4b-8a7a-4fd9-9cf1-cb62c95989d6,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.344277777306,36.9831388883241,-333,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-41-50/km-43-gen-view-5.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:05Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,43,1993-05-10T00:00:00Z,1993,214,353,4,Central Valley,false,false,false,false,false,false,false,false,true,false,KM 43,flat paleolithic site,Unnamed Site,All,37SCB,"Garden, ponds left by abandoned chrome mine; spring, garden, village cemetery","Rolling hills, wadi","This looks like a paleolithic, open air camp site, if I ever saw one; maybe even some flint making.  Extensive scatters of flint and some sherds of Iron and Islamic period, but some definitie Paleolithic tools.  How much rolled from elsewhere is a question, but should be examined by a paleolothic specialist.",,Sherd count Flint count Ground Stone Spindles,"7 handles, 4 bases, fragment of worked sherd and spindle whorl, large open forms most with rope impression under rim,  one red on buff looks iron age","Terra sigillata or imitation, rope impressed, black brown slip, Hellenistic fine ware rin, 1 hemispherical bowl",
KM 10,http://opencontext.org/subjects/4a46b8ee-c67f-4cad-b53f-e9eeb5b5db8b,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3667184434427,36.9604048893757,-6500,300,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-01-10/km-10-overview-1.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:02Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,10,1993-09-27T00:00:00Z,1993,194,377,40,Central Valley,false,true,true,true,false,false,true,true,true,false,KM 10,Özbek,Özbek Karahöyük,All,N37-b3,"Rail line opposite 49/20 pole and factory to North; Gecit H. to NE, Çiftlik to S.",Fertile plain gardens on south and east,"Large very high and steep mound +30m, top covered with thistles, cemetery on N. face, several large cuts, Iron Age fort?  Edges of mound are cut away by modern houses and soil robbing many floors, walls visible.  C-14 sample taken from behind Mukhtars house. Probably one of the major sites in the region. TO refine this description, the high mound is about 100 m diam and then there is a low flat area EFC says is covered by houses and in these cuts Ubaid was found, suggesting an original site diam of nearer 160m (according to EFC) whereas Corona shows a possible extent of 1968 houses to a circle of about l=175 and width = 200. Hence the discrepancy in sizes. (11-2002)",LSD note 11-2002 -- seems there is a 4th-3rd mill occcupation and little in the way of 2nd mill (aside from poss rhyton and bichrome and plates) and rest seems later altogether. Possible river interference in ancient times (not constant - perhaps related to settlement abandonment?),,"Ubaid  material in cut 4, also Chalcolithic, EB both plain fine, brittle orange, cooking pot; MB? but  a no of possibilities, Late Bronze through Hellenistic represented.  Fine bull’s head rhyton frag. in cut 4",Terra sigillata or imitation,decorated handle
KM 214,http://opencontext.org/subjects/083919e1-f1f1-4f48-99fd-8dae9eeb84ab,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2961968485049,37.0237949003314,-6500,-2200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:27Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,214,1994-09-17T00:00:00Z,1994,250,299,0.5,Southeastern Valley,false,true,true,true,false,false,false,false,false,false,,,Koluluhöyük,"NK,EC,GM,HT,MK",N38-a4,"Cennetpinar K. 300m w, site in cottonfields next to Kolulu","Well where sheep are watered, mostly irrigated cottonfields and some sugar beet","Low round mound but has been, according to muktar, plowed repeatedly; so was probably higher, sandy ashy part in middle is where most of material concentrated; original dimensions difficult to determine but could be a single period L. Chalco site.; material low fire buff and some red with chaff temper, some finer sandy red-buff ware.  Photo 25 from road looking east showing spring .  Site recollected by Cigdem E. on 6/22/97. Mentioned that site is now completely flat.","good general, widely spread in field",Sherd count Flint count Ground Stone Terracotta,"The main form is a chaff and veg. tempered grey-cored  bowl  or plate that is pink buff, pink buff, interior thickened with some raidal burnish also common, cooking pots some with hollow rims, but the big question here is is there late stuff, one of those Akkadian-type rims, one spindle whorl.  Could this be what is going on here when Multiple brush and Khirbet Kerak is going on in the Amuq.  Are there really any late forms--note no handles, one coarse bowl has potter’s mark in the interior",poss Malatya very late IA bowl (6-00),
KM 211,http://opencontext.org/subjects/5164114a-8f56-418a-a94d-84b0bb82dd8c,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.466979229562,37.1119952084489,-10000,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-211-220/km-211-to-se-2.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:26Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,211,1994-09-15T00:00:00Z,1994,330,485,34,Nothern Valley,true,true,true,false,false,true,true,false,true,true,KM 211,Basalt site,Unnamed Site,"NK,EC,GM,HT,MK",N38-a1,"Electric line, 200m s.e., spring at foot","Pepper, wheat, oak, pistachio and olive on hillside.  In pocket valley surrounded by low oak pistachio covered hills","Hillslope site with rich surface material in recently plowed area, appears to be using a lot of the vesicular basalt from nearby Ziyaret Tepe.  Some late material in nw but high concentration of Ubaid-related, L. Chalco on south slope, 9 to SW; 10-11 to se",Good general materials widely scattered by plowing,Sherd count Ground Stone,"This site is in the 203 time range for the most part, but could have some earleir material with two Ubaid-like sherds, cooking pots and bowls are similar, a number of interesting unknown rim forms, EBA like pink-buff ware jar necks and bowls,  fair amount of flint late material to north",Hellenistic Fine ware one piece only;  one mortarium,"incised handle fragment, fine incised fragment could be earlier, Islamic major occupation"
KM 198,http://opencontext.org/subjects/769ac7e7-41bb-4ee1-bfeb-faa972179805,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5681265321071,37.0974807820899,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-190-200/km-198-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:25Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,198,1994-09-12T00:00:00Z,1994,328,603,4,Nothern Valley,false,false,false,false,false,false,false,false,true,true,KM 198,Muratoğlu Değirmeni,Muratoğlu Değirmeni,"EC,NK,LB,HT,MK",M38-d4,Ruins of old mill on Erkenez which went out of use about 20 years ago; site 196 visible at 30 degrees,"Cotton, gravel river bed",Rolling hills with thin sherd scatter on Erkenez,,Sherd count Roof Tiles,roof tiles,"Grooved or ridge-rim amphorae, sigillata, Hellenistic fine ware","red ware with white grits, pithos rim, possibly some hand"
KM 152,http://opencontext.org/subjects/59ee9041-e50c-447c-8535-5727083e9167,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5563510819778,36.7849404110987,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-151-160/km-152-back-to-village.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:17Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,152,1994-08-28T00:00:00Z,1994,45,594,,Nothern Valley,false,false,false,false,false,false,false,false,true,true,KM 152,Kelisehelenidere,Kiliseleni Dere,"EC,HT,GM,MK,NU",M37-c4,"Two streams on either side, Aksu on north, Mercımeklı to w.",,"Hill top site possibly old church and settlement flat except for church ruins 1.5-2 m above domestic area, photos 8-9 masonry on site; 10-12 view from west to east at top of hill, 13 lake to w. 14 back to e, 17 rock formations near Ösen village, 18 from top of village back to Ösen site diss appendix entry deleted:  POSS REMOVE 152	Kilisehlenidere. Map  M37c4. EW 45 NS 594. Length 380m. Width 150m. Hilltop site with ruins of old church visible. LB & IA. 4b?; 5t?. ?. Field notes inconclusive. Check what others have drawn.","Good, general, background noise collection taken in area around Petrol Ofisi 6-7 sherds per 100 sq. meters",Sherd count Flint count Roof Tiles Ground Stone,"Basic ware is heavy white mineral tempered ware with very large inclusions, lots of ribbed pithos sherds, most plain but one finger-impressed band some with combination ridge and shallowly incised wavy band, on sherd dark-blue glaze, reputed to be church could be post Medieval",striped rim bowl is probably Roman (LS 9-98),"glazed, shallow incised, many handles// bit of Samian and Roman (SC 9-98)"
KM 7,http://opencontext.org/subjects/149bb095-151c-40a8-a4c2-49a7b8588a7e,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3636680699826,36.9287942845886,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:01Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,7,1993-09-27T00:00:00Z,1993,16.3,37.7,,Central Valley,false,false,false,false,false,false,false,false,false,true,KM 7,Çobantepe,Çoban Tepe,All,37SCB,"Village of Haci Bebek  at 150 degree ssw, modern village to east","In and adjacent to modern village, ancient site on natural hill built over by village no estimate of size possible.  Agricultural land with rock outcrops.","Irregular plot of ground disected by a wadi and covered on east lobe with modern cemetery on west lobe two graves possibly of recently deceased local notables.  Village lies farther east.  It had scattered sherds on it, but to the south a plowed field collected separately had more sherds, many were small and this may be an example of manuring.","Good but disturbed--sherds in plowed fields, road cut and cemetery east , collected",,"9 very heavy coarse rims and , heavy bases concentrated in the cemetery site, pithoi used at one time for burials; 2 dimple lids, some green glaze, red slip=L. Roman; whole site in and outside town looks late, sherd from N. field look medieval rather than L. Roman but a mosaic tesserae found and piece of sigilatta; drain spout and roof tiles",,"glazed, fine incised; Islamic (per Donald Whitcomb)"
KM 213,http://opencontext.org/subjects/f52bc06d-4628-4baa-9912-bfef3d0b663f,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4734060097333,37.0915734075094,-6500,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:26Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,213,1994-09-15T00:00:00Z,1994,312,494,0.5,Nothern Valley,false,true,false,false,false,false,false,false,true,true,KM 213,Incirli Tarla,Incirli Tarla,"NK,EC,GM,HT,MK",N38-a1,"Oak tree and near Küçük Terolar, oak tree farm, NATO base to SE, Himmet Baba to S. 1 km from the Gaziantep Rd; huge canal spoil bank between it and hill into which NATO base is dug",,"Extensive site on hill slope with thin sherd scatter, photo 18 to oak grove over site to NE  Go by the NATO base thing. There is a big tree and some sort of shrine.","General, chaff covers field",Sherd count Flint count Roof Tiles,"Strange little applied figure, if it is one","Terra sigillata or imitation, black glaze ring base, grooved coarse ware pithos sherd, mosaic  tessarae",one handle?
KM 169,http://opencontext.org/subjects/437028ae-913a-412b-a7ec-f7100b50b5ba,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4758242855316,36.7702156753622,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-161-170/km-169-gen-view-3.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:22Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,169,1994-09-01T00:00:00Z,1994,31,502,2,Nothern Valley,false,false,false,false,false,false,false,false,true,true,KM 169,Dadağlı,Dadağlı,"HT,KC,NU,GM,EC",N37-b1,Huge chestnut tree and beautiful site is cut by wadi,"Figs, walnuts, fruit trees, grapes, poplars, pistachio, caves about 280 m above have only sherds","Section shows about 2.5 m of deposit with same stone architecture settlment pattern maybe similar to modern scattered houses on cave sites.  Caves reported to have crosses, 4 or 5 years ago a woman reported to have visited looking at caves but only a few sherds located on our visit.","Good sherds mostly from cut along road, photos 15-19",Sherd count,"Not much material but interesting Medieval handle, jar shoulder and rim",1 Terra sigillata or imitation,"finger-impressed heavy rim, elaborate incised and impressed wide strap handle, shallow incised jar shoulder, rope impressed ware, heavy gritty red ware bases, mostly Byzantine"
